Reviews,labels
आप हाथी सफारी में साइन लैंग्वेज में हाथियों से बात करना भी सीखेंगे।,neutral
यह ख्वाजा मोइनुद्दीन चिशती दरगाह से थोड़ी दूरी पर स्थित है।,neutral
"इसमें डिस्प्ले के तहत तीन टच सेंसिटिव बटन बैक, होम और टास्क मैनेजर हैं।",neutral
इस लैपटॉप में इस फिनिश को देने के लिए काफी स्वागत है।,positive
भाषा और मुहावरों का सटीक रूप से उपयोग किया गया है।,neutral
"इसके 7 इंच डिस्प्ले का रिज़ॉल्यूशन 1920 x 1200 पिक्सल है, जो इसे 323 पीपीआई पिक्सेल घनत्व देता है।",neutral
बंधवगढ़ का वन क्षेत्र वनस्पतियों और जीवों की प्रजातियों से भरा है।,positive
आसुस ज़ेनफोन 5 में 8 मेगापिक्सल रियर और 2 मेगापिक्सेल फ्रंट कैमरा है।,neutral
फिल्म कुछ नया करने और दिखाने के लिए फिसल गई है।,negative
सिल्वर ग्रे रंग में उपलब्ध इस लैपटॉप में एक -यार वारंटी है।,neutral
टैबलेट में 3000 एमएएच की बैटरी है जो टैबलेट के स्तर से कम है।,negative
इसमें 64 एमबी इंटरनेट स्टोरेज है और इसे माइक्रोएसडी कार्ड लागू करके 32 जीबी में अपग्रेड किया जा सकता है।,neutral
"इसके अलावा, इसमें एचडी वीडियो रिकॉर्डिंग, वाईफाई, ब्लूटूथ, जीपीआरएफ, जीपीएफ और यूएसबी भी है।",neutral
लेनोवो योगा 2 का बैटरी प्रदर्शन निश्चित रूप से बहुत अच्छा है।,positive
"हिंदू साहित्य के अनुसार, चिदंबरम मंदिर पाँच पवित्र शिव मंदिरों में से एक है जो प्राकृतिक के पांच महत्वपूर्ण तत्वों का प्रतिनिधित्व करता है।",neutral
इसमें एक सामग्री प्रेरित डिज़ाइन है जो एंड्रॉइड उपयोगकर्ता आधुनिक दिखेंगे।,neutral
"ब्लूम ग्लोब 4.0 लाइट की संगीत की गुणवत्ता अच्छी है, लेकिन हमें लाउडस्पीकरों के प्लेसमेंट के साथ एक शिकायत है।",negative
दिल को एक आत्मविश्वास से छूने वाली एक मजबूत कहानी फिल्म 'कोर्टरम' की है।,positive
"यदि यह मानक आकार के एक सिम स्लॉट का उपयोग करता है, तो उपयोगकर्ता को माइक्रो सिम में अपग्रेड करने की आवश्यकता नहीं है।",neutral
"यदि हम शैली, तकनीक और प्रयोज्य के बारे में बात करते हैं, तो एलजी जी वॉच आर को अन्य स्मार्टवॉच के बीच 'राजा' घोषित करने के लिए एक बहुत ही विवादास्पद श्रेणी में रखा गया है।",neutral
नायक के समाज के प्यार और उपयोग की द्वंद्व चलती है।,neutral
फिल्म का शीर्षक विषय के अनुसार स्वादिष्ट नहीं है।,neutral
'धर्म संकट स्पष्ट रूप से ब्रिटिश कॉमेडी फिल्म' द इन्फिडेल 'से प्रेरित है।,neutral
"इसके साथ ही, यह 1.6 गीगाहर्ट्ज ड्यूल - कोर आर्म कॉर्टेक्स ए 9 प्रोसेसर पर काम करता है, इसके साथ ही आपको क्वाड -कोर जीपीयू के साथ 1 जीबी डीडीआर 3 रैम मिल रहा है।",neutral
एंड्रॉइड स्मार्टफोन की कीमत के संदर्भ में सोला और विशेष बात का अनुभव यह है कि इसमें एक फ्लोटिंग टच स्क्रीन डिस्प्ले है।,positive
"इस ऐप में एंड्रॉइड होम स्क्रीन पर उपयोग करने के लिए विजेट भी हैं, जो मीडिया को चलाने में बहुत आसान बनाता है।",positive
सहज स्पर्श और स्वच्छ आवाज खेल बनाते हैं और अच्छा बनाते हैं।,positive
"बल्कि, उस पर सोने के बाद, आपका शरीर जितना चाहे उतना तापमान देना जारी रखेगा।",neutral
दोनों धरमन में मौजूद हठधर्मिता को लक्षित करने में सफल रहे हैं।,positive
"इसके प्रदर्शन में केवल एक ही दोष है, और यह इसका चिंतनशील है।",negative
यहां तक ​​कि कई बार फोन पर आया पाठ संदेश भी यह नहीं दिखाता है।,negative
"जैसा कि Apple ने बार -बार मंच पर कहा था, इसमें iPads के लिए डिज़ाइन किए गए 275,000 ऐप हैं, जो Android टैबलेट ऐप्स को बहुत पीछे छोड़ देता है।",positive
रेलमार्ग - निकटतम रेलवे स्टेशन बैद्यानाथ धाम है।,neutral
यह विशेष रूप से एक छोटे से स्मार्टफोन की स्क्रीन पर एक छोटे गुणवत्ता वाले ऐप की तरह नहीं लगता है,negative
"पौधे की 229 प्रजातियां हैं, 31 ममेल, 15 पक्षी, 43 पर जोर देने वाली और सरीसृप की 5 प्रजातियां हैं।",neutral
"जैसे ही आप डिवाइस का म्यूजिक प्लेयर खोलते हैं, आपको कुछ अलग डिजाइन और ग्राफिक्स देखने को मिलेंगे।",neutral
"इस टैबलेट में डेटा के लिए सिम कार्ड का उपयोग किया जा सकता है, लेकिन इसे बुलाया नहीं जा सकता है।",neutral
Patnitop जम्मू और कश्मीर के उदमपुर जिले में स्थित एक सुंदर और प्रसिद्ध हिल स्टेशन है।,positive
"यद्यपि ध्वनि की गुणवत्ता बाजार में मौजूद विकल्पों में से सबसे अच्छा नहीं है, इसे बुरा नहीं कहा जा सकता है।",neutral
यह तस्वीर को नरम बनाता है लेकिन फिर भी कई विवरण हैं।,positive
कंपनी ने कुछ दिनों पहले विंडो 8 डिवाइस के लिए एयरबोर्न विंडो 8 गेम भी पेश किया था।,neutral
समस्या यह है कि हमारा समाज उन्हें धैर्य और बोझ मानता है।,neutral
"एलजी द्वारा जोड़ा गया पारदर्शी अधिसूचना बार एक ऐसी सुविधा है जो एंड्रॉइड एल पूर्वावलोकन में देखी गई थी, अगर, कार्ड के बिना - कार्ड -आधारित सूचनाओं के बिना।",neutral
"इस फोन में 5 एचआरडी स्क्रीन, एलईडी फ्लैश के साथ 10 मेगापिक्सल रियर और 2 मेगापिक्सेल फ्रंट कैमरा है।",neutral
"वीडियो वीडियो को यूटब पर अच्छी तरह से लोड करता है, लेकिन वीडियो की गुणवत्ता इतनी खास नहीं है।",negative
सुखविंदर सिंह और नाब का संगीत वर्तमान अवधि के मूड को छूने में विफल रहा है।,negative
इससे अच्छी सेल्फी ली जा सकती है।,positive
"क्रोएशिया को दुनिया भर में अपने स्कूबा डाइविंग, सेलिंग और अन्य पानी के खेलों के लिए जाना जाता है।",positive
यह अभी भी गैलेक्सी को 4 और iPhone 6 को नहीं हरा सकता है।,negative
और उन्होंने धरामपल के किरदार को अच्छी तरह से निभाया है।,positive
स्नेक बोट रेस की विशेष विशेषता यह है कि दौड़ में इस्तेमाल की जाने वाली नाव 100 से 120 फीट है जो 100 से अधिक नवाक चलती है।,neutral
प्रवेश स्तर का यह 7 -इंच मॉडल 1024 x 600 पिक्सेल IPS डिस्प्ले और अच्छे दृश्य कोणों के साथ उचित मूल्य पर उपलब्ध है।,positive
"इस साल, Iball को भारत के सर्वश्रेष्ठ टैबलेट ब्रांड के रूप में चुना गया था।",positive
बाईं ओर के निचले बटन का उपयोग मेनू पर जाने के लिए किया जाता है और अपनी पसंद के विकल्प का चयन किया जाता है और बाएं बाएं बटन से आवश्यकता होती है।,neutral
फिल्म के अंतिम दृश्य में एक अड़चन के रूप में आए रणबीर कपूर भी उसी तरह से सूट करते हैं।,positive
वे पूरी तरह से बोमकेश का समर्थन करते हैं।,neutral
यह सरल स्टैंड आपको विभिन्न रूपों में टैबलेट का उपयोग करने की स्वतंत्रता देता है।,positive
नया नेक्सस 7 नवीनतम एंड्रॉइड जेली बीन पर काम करता है।,positive
"इस लॉक को लागू करने के बाद, आप सावधानी से स्पिन कर सकते हैं।",positive
इमरान हाशमी का जादू अप्रभावी हो गया है।,negative
"जासूसी फिल्मों की जिज्ञासा बनी हुई है, लेकिन खोज की गति धीमी हो जाती है।",neutral
एक औसत कैमरा है।,neutral
टैबलेट आवेदन को बंद करने और खोलने में काफी तेज है।,positive
"इसमें प्रोसेसर क्वालकॉम का एक नया ऑक्टा प्रोसेसर स्नैपड्रैगन 615 है, जिसमें 64 बिट ऑक्टा कोर प्रोसेसर है।",positive
"इसके प्रदर्शन का संकल्प कम है, और यह थोड़ा चिंतनशील भी है।",negative
क्या आप हाथियों को बारीकी से जानने के लिए उनकी दुनिया में जाना चाहेंगे?,neutral
"इसके अलावा, वाई -एफआई 'एन', ब्लूटूथ वी 4.0, जीपीएस, ग्लोनास जैसे कनेक्टिविटी विकल्प मौजूद हैं।",neutral
"प्रदर्शन स्वयं एक चटाई दिखता है, इसलिए इस पर काम अधिक सुविधाजनक चमक और प्रतिबिंब के बिना एक उज्ज्वल स्क्रीन से अधिक है।",positive
"भंडारण की कमी है जिसे बढ़ाया नहीं जा सकता है, लेकिन यह नेक्सस की विधि रही है।",negative
यह डिवाइस 300 पिक्सेल प्रति इंच घनत्व देता है।,neutral
"इसके कारण, यह पेशेवर वृत्तचित्र शूटिंग और घटनाओं की शूटिंग के लिए सबसे शानदार कैमरा है।",positive
ये दोनों टीवी टीवी एंड्रॉइड ऑपरेटिंग सिस्टम पर आधारित हैं।,neutral
"यदि कोई सही सोच और कल्पना नहीं है, तो VFX खराब हो जाता है।",neutral
मंच के पास मुरंद तालाब की सुंदरता और ऐतिहासिकता भी पुस्तकों में लिखे जाने के योग्य है।,positive
"कैमरे की गुणवत्ता की बात, यह वह नहीं है जो वह उम्मीद कर रहा था।",negative
"इसके अलावा, Gmail और Google ड्राइव का उपयोग ऑफ़लाइन भी किया जा सकता है।",neutral
इस टैबलेट का प्रदर्शन वास्तविक उपयोग में अच्छा है।,positive
"ऐसी स्थिति में, इस मॉडल को खरीदने के साथ, आपको कम से कम 16 जीबी का माइक्रोस्ब कार्ड खरीदना होगा, जिसका अर्थ है 800 से 1000 रुपये की अतिरिक्त लागत।",negative
उत्कृष्ट प्रदर्शन है।,positive
"माइक्रोमैक्स माइक्रोमैक्स, हालांकि, कुंजियों की चाबियों के प्लेसमेंट के मामले में थोड़ा अभिनव हो सकता था।",neutral
इसका रंग आधी रात की काली धातु है और मैं कहूंगा कि इसके कवर की ब्रश मेटल फिनिश मजबूत है।,positive
स्मिता जयकर और स्वानंद किर्कायर अपने मराठी पात्रों के साथ न्याय करने में सक्षम हैं।,positive
निर्देशक चौडुत आचार्य ने स्थानीय स्तर पर अंतर्राष्ट्रीय मुद्दे को दिखाने के लिए सराहनीय प्रयास किए हैं।,neutral
"कुछ समय के लिए बाजार में बढ़ती प्रतिद्वंद्विता के कारण, 25000 रुपये से कम के लैपटॉप में बाढ़ आ गई है।",neutral
"आपको पहले से ही फेसबुक, ओपेरा मिनी, हंगामा जैसे टैबलेट में कई प्री -लोड किए गए एप्लिकेशन मिलेंगे।",neutral
"एड्रिएटिक सागर के किनारे पर स्थित यह स्थान, अपनी सुंदरता के लिए जाना जाता है।",positive
लेनोवो योगा 2 एक अच्छे टैबलेट की श्रेणी में आता है।,positive
"मारही में पसंदीदा व्यंजनों का आनंद लेने के बाद, वे मनाली की ओर रुख करते हैं।",positive
"फोन में 4 जीबी का इंटरनल स्टोरेज है, इसे 32 जीबी तक बढ़ाया जा सकता है, जिसके लिए माइक्रोएसडी कार्ड का उपयोग करना होगा।",neutral
एक दिन के उपयोग के लिए समय तक स्टैंड उचित है।,neutral
इस टैबलेट में एक एकल कोर वंट जीसी 340 मोबाइल प्रोसेसर है।,neutral
यह हाल ही में लॉन्च किए गए Google Chromebook लैपटॉप का डेस्कटॉप संस्करण है जो विशेष रूप से व्यवसायियों के लिए डिज़ाइन किया गया है।,neutral
"टैबलेट में मिनी एचडीएमआई पोर्ट, मिनी यूएसबी पीसी इंटरफ़ेस और मैक्रोफोन के लिए एक उद्घाटन भी है।",neutral
यह वॉयस कॉलिंग सुविधाओं के साथ एक स्मार्टफोन भी परोसता है।,neutral
"यही है, आपको इस पर क्रिस्टल की गुणवत्ता मिलेगी।",positive
"यह सुबह में हुआ और साथ वाले लोगों ने बताया कि बाहर आओ, बाहर आओ।",positive
यह अन्य सभी एवेंजर्स की तुलना में मजबूत भी कहा जाता है।,positive
जेली बीन ऑपरेटिंग सिस्टम होने के कारण एंड्रॉइड का अनुभव अधिक चिकना हो गया है।,positive
जेम्स वेन को इस तथ्य के लिए धन्यवाद दिया जाना चाहिए कि उन्होंने हॉरर फिल्म्स के ज़ोनर को एक ऐसा रूप बना दिया है जो आपको नुकसान नहीं पहुंचाता है।,positive
इस एसी का कुल वजन 53 किलोग्राम है।,neutral
यह पहली बार है जब उन्होंने ऐसा किरदार निभाया है।,neutral
हमारा नया LBS999 ब्लूटूथ स्पीकर भी एक मोबाइल स्टैंड के रूप में काम करता है।,neutral
"पर्यटन व्यवसाय को बाहर लाने के लिए जिले में पर्यटन संबंधी गतिविधियों को बढ़ाने, नए पर्यटन स्थलों का चयन करने के लिए बालाघाट पर्यटन पदोन्नति परिषद का गठन किया गया है।",neutral
इसकी 2000mAh की बैटरी एक बार के चार्ज में लगभग 12-13 घंटे तक चली।,neutral
"बजट को देखते हुए, विनिर्देशों को अच्छा कहा जाएगा।",positive
"इसका दोष केवल एक ही है कि इसमें भारतीय क्रोध के लिए समर्थन नहीं है, जबकि हम विशेष श्रेणी के साथ भारतीय निर्माता से कुछ इस तरह की उम्मीद कर रहे थे।",negative
"Magu M2 नोट 2G, 3G और 4G नेटवर्क पर काम करता है।",neutral
"इसमें, वाइड एंगल फ़ोटो के लिए सिंगल मोशन पैनोरमा मोड, स्लो मोशन स्लो वीडियोग्राफी के लिए टाइम लैप्स, 7 टाइम इंटरवल, अलग -अलग लाइट लेवल के लिए आठ एक्सपोज़र लेवल, 30 एफपीएस, 5 व्हाइट बैलेंस सेटिंग्स ऑटो, क्लाउड, इनक्रेडरी, स्नैपशॉट भी मौजूद है।Delite, Plurosent, VGA और QVGA विकल्प, वीडियो रिकॉर्डिंग का समय।",neutral
"एक दृश्य में, प्रिया सूर्यवंशी तापसी पन्नू और वसीम सुशांत सिंह के बीच संघर्ष उल्लेखनीय है।",positive
"वही ऐप, एक ही स्क्रीन रिज़ॉल्यूशन, एक ही प्रदर्शन।",neutral
"यदि आप पहाड़ों की सैर पसंद करते हैं, तो आप पश्चिमी घाट के पहाड़ों को देख सकते हैं।",positive
अच्छी बात यह है कि यह इन दिनों के प्रचलित मनोरंजक मनोरंजक तरीकों का सहारा नहीं लेता है।,positive
इस लैपटॉप की बैटरी 6 कोशिकाओं की है और लगभग 3 घंटे तक रहती है।,neutral
"साधारण उपयोगकर्ता वर्ग के साथ, यह एप्लिकेशन व्यवसाय वर्ग के लिए भी समान रूप से है।",neutral
यह अब तक Microsoft का सबसे पतला टैबलेट है।,positive
"Huawei MediaPad 10 लिंक की कीमत 24,999 रुपये है, और इस कीमत पर इसे खरीदने की सलाह देना थोड़ा मुश्किल लगता है, जबकि सैमसंग गैलेक्सी नोट 510, जो इस कीमत पर बेहतर मूल्य देता है, बाजार में उपलब्ध है।",negative
हैदराबादी लहजे में कड़ी मेहनत की गई है।,positive
अत्यधिक कीमत है।,negative
गेमिंग और मल्टीटास्किंग दोनों तेज हैं।,positive
हरियाली चारों ओर कवर की जाती है और सभी सूखे झरने और तालाब पानी से भर जाते हैं।,positive
हमें बेहतर चमक के साथ गोलियां देखने को मिलीं।,negative
"'डम लागा के हैशा' धीरे -धीरे आपके दिल में उतरती है और सिनेमा हॉल छोड़ने के बाद भी, फिल्म आपके दिमाग में बसा है।",positive
"यदि फिल्म नहीं है, तो इसे फिर से बंधा नहीं किया जा सकता है।",negative
"जब कैमरे की बात आती है, तो हम सोनी को एक अग्रणी के रूप में देखते हैं।",positive
"परेश रावल की तरह, अन्नू कपूर ने भी सही तरीके से अपना किरदार निभाया है।",positive
"पहले दृश्य में, एवेंजर्स के समूह को बुरे लोगों को लेते हुए देखा गया है।",neutral
"पीछे के हिस्से में दो वक्ता हैं, जिन्हें बहुत सही जगह पर रखा गया है।",positive
"विक्रम भट्ट द्वारा निर्देशित इमरान हाशमी, 'मि।एक्स '3 डी फिल्म।",neutral
सड़कों के बीच में बाघों को आसानी से देखा जा सकता है।,positive
"हमारे लगातार वीडियो प्लेबैक परीक्षण में, हुआवेई मीडियापैड 10 लिंक की बैटरी लगभग 6.5 घंटे तक रहती है, जो काफी अच्छी है।",positive
"इसलिए भले ही यह टैबलेट पानी में गीला हो जाए, आपको चिंता करने की ज़रूरत नहीं है।",positive
इसकी कीमत लगभग 35 हजार रुपये होगी।,neutral
"यह कैमरा वीडियो चैट के लिए ठीक है, लेकिन फोटोग्राफी के लिए अच्छा नहीं है क्योंकि कैमरा होने के कारण वीजीए कम अच्छी तस्वीरें देता है।",negative
सुंदरबन नेशनल पार्क पश्चिम बंगाल रच्या के दक्षिणी भाग में गंगा नदी के सुंदरबन डेल्टा क्षेत्र में स्थित है।,neutral
हमें इसमें ब्लूटूथ के साथ एमआई बैंड की एक जोड़ी भी मिली।,neutral
"लेकिन प्रदर्शन आप जो खर्च कर रहे हैं, उससे भी बदतर नहीं है।",neutral
इस टैबलेट में नीचे की ओर आवश्यक पोर्ट और कनेक्टर है।,neutral
घड़ी महंगी है और साथ ही बैटरी जीवन भी बहुत खराब है।,negative
गैलेक्सी टैब 2 एक बेहतरीन डिवाइस है।,positive
यह कहा जा सकता है कि नीरज पांडे अपनी प्रस्तुति में पूर्णता के करीब पहुंच जाता है।,positive
यह बहुत कोमल और शांत वातावरण में स्थित है।,positive
"इसमें एक ग्लास फ्रंट प्लेट, स्टेनलेस स्टील नॉब्स और क्लासिक ब्लू लाइट के साथ एक वु मीटर है।",neutral
"केवल 8 जीबी मेमोरी, आप केवल 5.8 जीबी का भी उपयोग कर सकते हैं, जो कि 7 -इंच सैमसंग गैलेक्सी टैब 620 या 10 -इंच एसर आइकोनिया टैब या सोनी टैब सालसो की 16 जीबी की तुलना में बहुत कम है।",negative
"हमने एचपी स्लेटबुक एक्स 2 में टैगरा 4 चिपसेट होने के कारण बहुत अच्छे प्रदर्शन की उम्मीद की थी, और हम खुश हैं कि यह हमारी अपेक्षाओं पर पूरी तरह से जीवित साबित हुआ।",positive
डिवाइस में 8 मेगापिक्सल का रियर कैमरा और 1.3 मेगापिक्सेल फ्रंट फेसिंग कैमरा है।,neutral
जैकी भगनानी ने उमई को 'यंगिस्तान' से उठाया।,positive
"हमने डामर 6, डीएच 3, टेम्पल रन आदि जैसे कई घने खेल खेले हैं, लेकिन टैबलेट ने कभी भी कोई शिकायत नहीं दी है जैसे कि फ्रीज या लैग, जबकि कई ऐप एक साथ चल रहे थे।",positive
"एक लैपटॉप लेनोवो आइडिया पैड Z510 खरीदें, आप निराश नहीं होंगे।",neutral
इसमें बोल्ड 9900 और 50 % अधिक बैटरी लाइफ की तुलना में 60 % अधिक स्क्रीन स्पेस है।,positive
यह बताना महत्वपूर्ण है कि मोटो जी तेज आवाज में एक स्पीकर बजने में सक्षम है।,neutral
"Gaibchmark ग्राफिक्स परीक्षण का स्कोर iPad 4 के गेमिंग प्रदर्शन का गवाह है, अन्य सभी उपकरणों की तुलना में बहुत बेहतर रहा है।",positive
इसका दोहरी कोर प्रोसेसर इस उपकरण को अच्छे प्रदर्शन और मल्टीटास्किंग में सक्षम बनाता है।,positive
"मेगापिक्सेल कैमरा बहुत उपयोगी नहीं है, लेकिन यह ध्यान में रखते हुए कि अधिकांश कम लागत वाली गोलियां नहीं होती हैं, यह एक अतिरिक्त लाभ है।",negative
इसमें 4 जीबी का इंटरनल स्टोरेज है।,neutral
यह अभयारण्य प्राकृतिक सुंदरता के साथ पक्षियों के साथ गुलजार है।,positive
यह अल्पाइन फूलों और हरे घास के मैदानों के लिए दुनिया भर में प्रसिद्ध है।,positive
गैंडे की आबादी यहां सबसे अधिक है।,neutral
"यहां हम आपको पाँच ऐसे मानसून यात्रा गंतव्य बताने जा रहे हैं, जहां आपको जाकर एक अच्छा अनुभव मिलेगा।",positive
Digifleep Pro XT701 का डिज़ाइन उच्च गुणवत्ता का है।,positive
यह अभयारण्य पक्षियों में रुचि रखने वालों के लिए एक आदर्श स्थान है।,positive
इस मूल्य वर्ग में रंगों और शब्दों की बनावट एक ही मूल्य वर्ग की प्रतिद्वंद्वी गोलियों से बहुत बेहतर है।,positive
"डिवाइस का डिज़ाइन बहुत अधिक बटन नहीं होने के कारण बहुत स्पष्ट है, जिससे यह डिवाइस बहुत आकर्षक लग रहा है।",positive
"स्टेनलेस स्टील के शरीर के बावजूद, यह काफी फिसलन है।",negative
हल्क और आयरनमैन के बीच का झगड़ा अद्भुत है।,positive
यह बहुत खूबसूरत जगह है।,positive
Moto E2 Moto E 2nd Gen का पिछला पैनल एक मामूली वक्र है जो इसे पकड़ने में आरामदायक बनाता है।,positive
"इसके अलावा, वॉल्यूम नियंत्रण, चैनल और स्रोत इनपुट बटन भी इसके नीचे दिए गए हैं।",neutral
इस हैंडसेट को हाथ में रखने से यह बहुत अच्छा लगता है।,positive
"टैबलेट के चारों ओर एक महान क्रोम पट्टी है, जो इसके डिजाइन को अधिक बेजोड़ बनाता है।",positive
फिल्म लिंडलोफ द्वारा लिखी गई है।,neutral
नॉक कोड अनलॉक फ़ीचर विशिष्टता आपके फोन को कुछ अतिरिक्त सुरक्षा प्रदान करती है और इसका उपयोग करना बहुत आसान है।,positive
"हार्डवेयर में परिवर्तन और इसके लुक में परिवर्तन के अलावा, इसमें कोई महत्वपूर्ण बदलाव नहीं हुए हैं।",neutral
दृश्यों का अनुक्रम कई स्थानों पर टूट जाता है।,negative
"गेमिंग 4.5 -इंच डिस्प्ले पर बहुत सुखद था, क्योंकि स्मार्टफोन डामर 8 और फीफा 14 बिना किसी गड़बड़ के चला गया।",positive
"इस फिल्म के बारे में सबसे खास बात यह है कि इस फिल्म को देखने के बाद, आप निश्चित रूप से अपने जीवन में उन लोगों को महत्व देना शुरू कर देंगे।",positive
"I -Tab में बटन भी एक अपरंपरागत तरीके से स्थापित किए गए हैं, जिसे उपयोगकर्ता पसंद कर सकता है या नापसंद कर सकता है जो अपनी प्राथमिकताओं पर निर्भर करेगा।",neutral
ये सभी सुविधाएँ काम कर रही थीं और कैमरा इंटरफ़ेस भी उपयोग करना बहुत आसान है।,positive
"यह इसे अच्छी रोशनी में समर्थन देगा, यहां तक ​​कि कम रोशनी में, इसके साथ क्लिक की गई तस्वीरें बहुत अच्छी हैं।",positive
"इस सेगमेंट में कई डिवाइस हैं जो सूर्य के प्रकाश में देखने के लिए बेहतर क्षमता प्रदान करते हैं और यह एक तथ्य है कि आप विचार करना चाहेंगे कि आप अपने फोन को 40,000 से अधिक रुपये से अधिक का भुगतान करने जा रहे हैं।",neutral
"इसके कारण, Microsoft अब लैपटॉप सेगमेंट में अपनी पकड़ को मजबूत करने के कारण सस्ती कीमत पर शानदार सुविधाओं के साथ एक नया लैपटॉप ला रहा है, जिसकी कीमत 9 और 10 हजार रुपये के बीच होगी।",neutral
"एक चीज जो हमें बिल्कुल पसंद नहीं थी, वह यह है कि इसका प्रदर्शन बहुत चिंतनशील है।",negative
"डाउनलोड के अनुसार, आकार विशेष है।",negative
अन्नदता से एक चट्टान को फिसलने में देरी है कि पूरी यात्रा का बेड़ा लहसुन है!,negative
इसकी टचस्क्रीन प्रतिक्रिया काफी अच्छी है।,positive
इसे दुनिया में सबसे अच्छा किफायती विंडोज टैबलेट माना जाता है।,positive
"एंड्रॉइड 4.4 किटकैट ओएस पर काम करने वाला यह फोन पांच रंगों में सफेद, नीले, पीले, हरे और पिंग में लॉन्च किया गया है।",neutral
मौसम के अनुसार ज़िरो की जलवायु भिन्न होती है।,neutral
"एलसीडी स्क्रीन, पूरी तरह से चार्ज होने पर 3-4 दिनों के लिए रिचार्ज की आवश्यकता नहीं है।",neutral
"कंपनी के अनुसार, एंड्रॉइड के लिए पेरिस्कोप में सभी मुख्य विशेषताएं हैं जो उपयोगकर्ताओं द्वारा पसंद की जाती हैं।",positive
यह जगह न केवल मंदिर के लिए बल्कि अन्य पर्यटन केंद्रों के लिए भी विश्व प्रसिद्ध है।,positive
"हालांकि, यदि आप कम कीमत पर एक अच्छा प्रदर्शन चाहते हैं, तो आपको निश्चित रूप से मोटो को जीना चाहिए, विशेष रूप से 16 जीबी संस्करण जो 13,999 रुपये में उपलब्ध है।",positive
"लेकिन, सतर्क रहें, इस टैबलेट पर हर एप्लिकेशन न तो डाउनलोड और इंस्टॉल कर सकता है।",negative
"बेशक, सुर्खियों पर Xiaomi की ऑनलाइन फ्लैश बिक्री के साथ मार्केटिंग रणनीति का अपना हाथ है, लेकिन यह इस बात से इनकार नहीं किया जा सकता है कि Xiaomi का स्मार्टफोन गुणवत्ता के मामले में बिल्कुल भी बुरा नहीं है।",neutral
अंजनी महादेव सोलंग में एक धार्मिक पर्यटन स्थल है।,neutral
"इसका उपयोग करना बहुत आसान है, बिना किसी परेशानी के आप आसानी से इसके माध्यम से कोई भी वीडियो पा सकते हैं।",positive
"चरमोत्कर्ष के दृश्य हल्के दोहराने का कारण बनते हैं, जिससे अधिकांश दर्शकों के लिए हँसी हो सकती है।",positive
शायद ही कोई और इस भूमिका को उनके जैसे सौंदर्य और सादगी के साथ खेल सकता है।,positive
किसी ऐप को हटाना भी बहुत आसान है।,positive
आसान नियंत्रण।,positive
उन्होंने सहायक निदेशक यानी विज्ञापन की भूमिका का निर्वहन किया है।,neutral
रोडवेज - फुलबानी रोडवे भी सीधे कई शहरों से जुड़ा हुआ है।,neutral
इसका मूल्य थोड़ा कम रखा गया होगा।,negative
यह 16 जीबी आंतरिक मेमोरी और माइक्रोएसडी कार्ड के रूप में और बाहरी मेमोरी का समर्थन करता है।,neutral
"फिल्म में नूतन और जज सादावार्ट के मध्यम वर्ग के जीवन को भी दिखाया गया है, जो उनकी सीमित सोच के कारण इस मामले पर भी चर्चा करते हैं।",neutral
सबसे बड़ा बदलाव डिजाइन में है।,neutral
"कंपनी ने इसकी कीमत 20,000 रुपये की है।",neutral
"और चूंकि वह कई उपयोगकर्ताओं के लिए परेशानी का कारण नहीं बनता है, आप एयरटेल से उम्मीद कर सकते हैं कि वह ऐप के लिए कुछ अच्छा करे जो आगे एक अच्छा सौदा है।",neutral
